Country Name,Country Code,Series Name,Series Code,2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Iraq,IRQ,"Population, total",SP.POP.TOTL,42116605,43071211,44070551,45074049,46042015
Iraq,IRQ,GDP per capita (current US$),NY.GDP.PCAP.CD,4295.18945121228,4868.49431080783,6520.73154560584,5965.31835077761,6073.61032342708
Ireland,IRL,"Population, total",SP.POP.TOTL,5039747,5110585,5212836,5307600,5380257
Ireland,IRL,GDP per capita (current US$),NY.GDP.PCAP.CD,86622.5067251295,103961.976350649,105234.511567597,103887.800388081,107316.337306921
Isle of Man,IMN,"Population, total",SP.POP.TOTL,84064,84106,84132,84165,84160
Isle of Man,IMN,GDP per capita (current US$),NY.GDP.PCAP.CD,79513.5330346598,94299.969348965,88328.548125887,..,..
Israel,ISR,"Population, total",SP.POP.TOTL,9215100,9371400,9557500,9849000,9974400
Israel,ISR,GDP per capita (current US$),NY.GDP.PCAP.CD,44575.5719045492,52270.9040241956,54949.621556429,52003.7200729997,54176.6844383302
Italy,ITA,"Population, total",SP.POP.TOTL,59438851,59133173,59013667,58993475,58986023
Italy,ITA,GDP per capita (current US$),NY.GDP.PCAP.CD,32091.4866621366,36852.5425414951,35653.9042103495,39065.4244365633,40226.0472416173
Jamaica,JAM,"Population, total",SP.POP.TOTL,2830739,2837682,2839144,2839786,2839175
Jamaica,JAM,GDP per capita (current US$),NY.GDP.PCAP.CD,4879.44025773374,5165.33782130331,6022.15339791763,6839.72502408181,7019.74634780454
Japan,JPN,"Population, total",SP.POP.TOTL,126261000,125681593,125124989,124516650,123975371
Japan,JPN,GDP per capita (current US$),NY.GDP.PCAP.CD,40028.7341726762,40094.5599795288,34065.6438962526,33836.1756271617,32475.8924992191
Jordan,JOR,"Population, total",SP.POP.TOTL,10865228,11066356,11256263,11439213,11552876
Jordan,JOR,GDP per capita (current US$),NY.GDP.PCAP.CD,4022.0401356135,4183.49998326866,4332.25159897931,4466.08314208575,4618.09592498567
Kazakhstan,KAZ,"Population, total",SP.POP.TOTL,19482117,19743603,20034609,20330104,20592571
Kazakhstan,KAZ,GDP per capita (current US$),NY.GDP.PCAP.CD,8781.50797787648,9983.60103576902,11255.3396437881,12879.4275257974,14005.3487362345
Kenya,KEN,"Population, total",SP.POP.TOTL,52217334,53219166,54252461,55339003,56432944
Kenya,KEN,GDP per capita (current US$),NY.GDP.PCAP.CD,1927.66459027849,2061.35622089594,2109.56288513137,1952.30457929636,2206.1349785176
Kiribati,KIR,"Population, total",SP.POP.TOTL,126099,128377,130469,132530,134518
Kiribati,KIR,GDP per capita (current US$),NY.GDP.PCAP.CD,1751.7823197053,2222.04829512346,2069.76720110559,2177.70114080416,2288.63458265531
"Korea, Dem. People's Rep.",PRK,"Population, total",SP.POP.TOTL,26136312,26232534,26328845,26418204,26498823
"Korea, Dem. People's Rep.",PRK,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..
"Korea, Rep.",KOR,"Population, total",SP.POP.TOTL,51836239,51769539,51672569,51712619,51751065
"Korea, Rep.",KOR,GDP per capita (current US$),NY.GDP.PCAP.CD,31721.2989141857,35125.5224984723,32394.6833725203,33121.3712885508,..
Kosovo,XKX,"Population, total",SP.POP.TOTL,1790151,1786079,1768096,1682668,1527324
Kosovo,XKX,GDP per capita (current US$),NY.GDP.PCAP.CD,4310.89065548799,5270.42965289833,5290.94747224687,6221.20365212094,7299.43498083118
Kuwait,KWT,"Population, total",SP.POP.TOTL,4400267,4360865,4589643,4853420,4973861
Kuwait,KWT,GDP per capita (current US$),NY.GDP.PCAP.CD,25236.0755520534,34018.6342879647,39981.7690981957,34075.8490439847,32213.8622292316
Kyrgyz Republic,KGZ,"Population, total",SP.POP.TOTL,6726596,6851224,6975220,7099750,7224614
Kyrgyz Republic,KGZ,GDP per capita (current US$),NY.GDP.PCAP.CD,1229.51766602907,1349.99730650542,1739.72018344174,2138.22210211478,2419.26553574523
Lao PDR,LAO,"Population, total",SP.POP.TOTL,7346533,7453194,7559007,7664993,7769819
Lao PDR,LAO,GDP per capita (current US$),NY.GDP.PCAP.CD,2583.77730696131,2526.05105018529,2046.40440255621,2066.94979776957,2123.97909411797
Latvia,LVA,"Population, total",SP.POP.TOTL,1900449,1884490,1879383,1877445,1862441
Latvia,LVA,GDP per capita (current US$),NY.GDP.PCAP.CD,17564.2321549354,20261.8887788916,20227.2307431581,22675.5786295407,23367.5986788961
Lebanon,LBN,"Population, total",SP.POP.TOTL,5702398,5718122,5744489,5773493,5805962
Lebanon,LBN,GDP per capita (current US$),NY.GDP.PCAP.CD,5561.19166950397,4045.37391066234,3654.35845534878,3477.72489842684,..
Lesotho,LSO,"Population, total",SP.POP.TOTL,2235727,2261542,2286110,2311472,2337423
Lesotho,LSO,GDP per capita (current US$),NY.GDP.PCAP.CD,918.582577421982,1066.58643600093,1030.12579628833,916.282970463888,971.814620468788
Liberia,LBR,"Population, total",SP.POP.TOTL,5149463,5259323,5373294,5493031,5612817
Liberia,LBR,GDP per capita (current US$),NY.GDP.PCAP.CD,616.787867006715,667.96610514319,744.617175237387,799.194470229642,846.277368387389
Libya,LBY,"Population, total",SP.POP.TOTL,7045399,7135175,7223805,7305659,7381023
Libya,LBY,GDP per capita (current US$),NY.GDP.PCAP.CD,6650.33810585348,4935.82787349801,5986.63694851258,6172.81246940233,6318.40314031017
Liechtenstein,LIE,"Population, total",SP.POP.TOTL,38901,39182,39493,39850,40197
Liechtenstein,LIE,GDP per capita (current US$),NY.GDP.PCAP.CD,164671.093553454,201944.830335076,186821.881757157,207973.617746758,..
Lithuania,LTU,"Population, total",SP.POP.TOTL,2810369,2808380,2831639,2871585,2888055
Lithuania,LTU,GDP per capita (current US$),NY.GDP.PCAP.CD,20428.6478157394,23870.4594851722,25085.784063499,27786.0057829276,29386.2878350187
Luxembourg,LUX,"Population, total",SP.POP.TOTL,630419,640064,653103,666430,677717
Luxembourg,LUX,GDP per capita (current US$),NY.GDP.PCAP.CD,116860.02817236,134965.815442152,123719.658915996,131407.681364513,137516.587324367
"Macao SAR, China",MAC,"Population, total",SP.POP.TOTL,685400,682500,677300,678800,687000
"Macao SAR, China",MAC,GDP per capita (current US$),NY.GDP.PCAP.CD,36976.2561071429,45376.314586156,36909.9564090312,67476.5290813306,73046.8890267079
Madagascar,MDG,"Population, total",SP.POP.TOTL,28953556,29691083,30437261,31195932,31964956
Madagascar,MDG,GDP per capita (current US$),NY.GDP.PCAP.CD,450.771615201509,483.469463351371,503.514533472879,508.718427705736,544.997302693127
Malawi,MWI,"Population, total",SP.POP.TOTL,19533888,20047258,20568728,21104482,21655286
Malawi,MWI,GDP per capita (current US$),NY.GDP.PCAP.CD,602.507478176106,617.447520802454,604.269751184515,602.343619809252,508.371273531708
Malaysia,MYS,"Population, total",SP.POP.TOTL,33889558,34282399,34695493,35126298,35557673
Malaysia,MYS,GDP per capita (current US$),NY.GDP.PCAP.CD,9957.52626697613,10903.1116425938,11748.0919307944,11379.0851923557,11867.2586435443
Maldives,MDV,"Population, total",SP.POP.TOTL,502118,516154,524106,525994,527799
Maldives,MDV,GDP per capita (current US$),NY.GDP.PCAP.CD,7393.8886543933,10176.143882547,11786.0091545343,12530.3602359683,13215.5353637008
Mali,MLI,"Population, total",SP.POP.TOTL,21713836,22388630,23072640,23769127,24478595
Mali,MLI,GDP per capita (current US$),NY.GDP.PCAP.CD,953.242943290974,1027.27345365357,969.72220560562,1035.86242628411,1086.1762176779
Malta,MLT,"Population, total",SP.POP.TOTL,515490,518150,531113,552747,574346
Malta,MLT,GDP per capita (current US$),NY.GDP.PCAP.CD,31833.596382464,38065.354346575,36224.2819955817,40182.4313854634,42347.3073860173
Marshall Islands,MHL,"Population, total",SP.POP.TOTL,42706,41367,40077,38827,37548
Marshall Islands,MHL,GDP per capita (current US$),NY.GDP.PCAP.CD,5661.96787336674,6258.61193705127,6322.82855503156,6678.34239060448,7466.65186507409
Mauritania,MRT,"Population, total",SP.POP.TOTL,4600131,4734874,4875637,5022441,5169395
Mauritania,MRT,GDP per capita (current US$),NY.GDP.PCAP.CD,1795.76459566714,1947.78918383313,1960.35240077424,2120.82318421747,2082.78374423714
Mauritius,MUS,"Population, total",SP.POP.TOTL,1266014,1266334,1262523,1261041,1259509
Mauritius,MUS,GDP per capita (current US$),NY.GDP.PCAP.CD,9011.04288445023,9068.97300226707,10223.7882316574,11182.186568616,11871.733679438
Mexico,MEX,"Population, total",SP.POP.TOTL,126799054,127648148,128613117,129739759,130861007
Mexico,MEX,GDP per capita (current US$),NY.GDP.PCAP.CD,8841.2707511328,10314.0506725979,11402.1410374782,13826.1306570122,14157.9445835849
"Micronesia, Fed. Sts.",FSM,"Population, total",SP.POP.TOTL,110916,111624,112114,112630,113160
"Micronesia, Fed. Sts.",FSM,GDP per capita (current US$),NY.GDP.PCAP.CD,3362.02793142215,3508.22356270221,3710.12448453257,3941.37247887414,4166.00476748564
Moldova,MDA,"Population, total",SP.POP.TOTL,2635130,2595809,2528654,2457783,2389275
Moldova,MDA,GDP per capita (current US$),NY.GDP.PCAP.CD,4375.7788930524,5274.60582195352,5744.29618434435,6799.58594644576,7617.51613089815
Monaco,MCO,"Population, total",SP.POP.TOTL,38050,38527,38931,38956,38631
Monaco,MCO,GDP per capita (current US$),NY.GDP.PCAP.CD,176891.886538492,223823.363960226,226052.001905201,256580.515122745,..
Mongolia,MNG,"Population, total",SP.POP.TOTL,3327204,3383741,3433748,3481145,3524788
Mongolia,MNG,GDP per capita (current US$),NY.GDP.PCAP.CD,4001.25193077703,4517.61578018785,4993.51487463495,5838.63108083902,6691.48209834228
Montenegro,MNE,"Population, total",SP.POP.TOTL,626590,625053,623591,623529,623831
Montenegro,MNE,GDP per capita (current US$),NY.GDP.PCAP.CD,7612.62845881291,9377.48879714989,9990.20444616996,12077.3747094687,12935.4522712126
Morocco,MAR,"Population, total",SP.POP.TOTL,36584208,36954442,37329064,37712505,38081173
Morocco,MAR,GDP per capita (current US$),NY.GDP.PCAP.CD,3268.0302734375,3785.93627929688,3455.39624023438,3771.4462890625,3993.38745117188
Mozambique,MOZ,"Population, total",SP.POP.TOTL,30783688,31707800,32656246,33635160,34631766
Mozambique,MOZ,GDP per capita (current US$),NY.GDP.PCAP.CD,462.433876479921,509.907829475551,578.251663751351,622.985619320596,647.28579950207
Myanmar,MMR,"Population, total",SP.POP.TOTL,53016522,53387102,53756787,54133798,54500091
Myanmar,MMR,GDP per capita (current US$),NY.GDP.PCAP.CD,1490.21683548367,1242.72134419599,1158.05005034332,1233.19666209269,1359.25961394135
Namibia,NAM,"Population, total",SP.POP.TOTL,2728762,2810548,2889662,2963095,3030131
Namibia,NAM,GDP per capita (current US$),NY.GDP.PCAP.CD,3878.58982993966,4412.8355693052,4349.79908493314,4187.60500350786,4413.1274418646
Nauru,NRU,"Population, total",SP.POP.TOTL,11643,11709,11801,11875,11947
Nauru,NRU,GDP per capita (current US$),NY.GDP.PCAP.CD,10695.6993301601,14989.6647450751,12896.4341046481,12754.1867566585,13421.8330584638
Nepal,NPL,"Population, total",SP.POP.TOTL,28966574,29475010,29715436,29694614,29651054
Nepal,NPL,GDP per capita (current US$),NY.GDP.PCAP.CD,1154.21517578318,1252.75076731986,1385.91066274851,1382.33055769304,1447.31004458428
Netherlands,NLD,"Population, total",SP.POP.TOTL,17441500,17533044,17700982,17877117,17994237
Netherlands,NLD,GDP per capita (current US$),NY.GDP.PCAP.CD,53467.9277413737,60141.9880911492,59123.318556487,64572.0059558854,68218.7261019406
New Caledonia,NCL,"Population, total",SP.POP.TOTL,284176,285214,287123,289870,292639
New Caledonia,NCL,GDP per capita (current US$),NY.GDP.PCAP.CD,33270.330597637,35311.5543551452,33516.363085906,..,..
New Zealand,NZL,"Population, total",SP.POP.TOTL,5090200,5111300,5117100,5245000,5338500
New Zealand,NZL,GDP per capita (current US$),NY.GDP.PCAP.CD,41850.92032802,49689.498134519,48760.0381935936,48654.904227478,48747.0136853042
Nicaragua,NIC,"Population, total",SP.POP.TOTL,6565267,6644741,6730654,6823613,6916140
Nicaragua,NIC,GDP per capita (current US$),NY.GDP.PCAP.CD,1938.44704754382,2138.38588469449,2322.89053964583,2609.44492072931,2847.53966339498
Niger,NER,"Population, total",SP.POP.TOTL,23717613,24502140,25311973,26159867,27032412
Niger,NER,GDP per capita (current US$),NY.GDP.PCAP.CD,579.512495758236,608.722439593808,609.745147661683,638.336080723299,722.748650326257
Nigeria,NGA,"Population, total",SP.POP.TOTL,213996181,218529286,223150896,227882945,232679478
Nigeria,NGA,GDP per capita (current US$),NY.GDP.PCAP.CD,2019.65706326224,2017.27486481527,2139.37478476974,1596.63696129001,806.945695055244
North Macedonia,MKD,"Population, total",SP.POP.TOTL,1856124,1837114,1831712,1827816,1792179
North Macedonia,MKD,GDP per capita (current US$),NY.GDP.PCAP.CD,6659.59651070776,7620.80296977508,7606.2375253797,8624.28400232117,9310.02790015256
Northern Mariana Islands,MNP,"Population, total",SP.POP.TOTL,47528,46979,46078,45143,44278
Northern Mariana Islands,MNP,GDP per capita (current US$),NY.GDP.PCAP.CD,18220.8382427201,19455.50139424,23785.754590043,..,..
Norway,NOR,"Population, total",SP.POP.TOTL,5379475,5408320,5457127,5519594,5572272
Norway,NOR,GDP per capita (current US$),NY.GDP.PCAP.CD,68340.0181033702,93072.8925119571,109269.520580298,87497.3289297342,86809.7246897431
Oman,OMN,"Population, total",SP.POP.TOTL,4522497,4500424,4730226,5049269,5281538
Oman,OMN,GDP per capita (current US$),NY.GDP.PCAP.CD,16784.8630630058,19403.4600160211,23223.5829405935,20972.4830886637,20248.4168124608
Pakistan,PAK,"Population, total",SP.POP.TOTL,235001746,239477801,243700667,247504495,251269164
Pakistan,PAK,GDP per capita (current US$),NY.GDP.PCAP.CD,1278.39735206896,1455.31922370186,1538.3228133171,1365.16927410976,1484.74985864775
Palau,PLW,"Population, total",SP.POP.TOTL,17792,17783,17759,17727,17695
Palau,PLW,GDP per capita (current US$),NY.GDP.PCAP.CD,14556.5872302158,13257.2063206433,14392.2011374514,15899.4246065324,..
Panama,PAN,"Population, total",SP.POP.TOTL,4293261,4345405,4400773,4458759,4515577
Panama,PAN,GDP per capita (current US$),NY.GDP.PCAP.CD,13290.5608347594,15509.8069109784,17332.4360742988,18686.4050961265,19102.8521936399
Papua New Guinea,PNG,"Population, total",SP.POP.TOTL,9815746,10012896,10203169,10389635,10576502
Papua New Guinea,PNG,GDP per capita (current US$),NY.GDP.PCAP.CD,2429.61134585269,2607.57861874444,3102.28968594061,2966.06830432055,3076.48786186584
Paraguay,PRY,"Population, total",SP.POP.TOTL,6603739,6684182,6760464,6844146,6929153
Paraguay,PRY,GDP per capita (current US$),NY.GDP.PCAP.CD,5365.47220721191,5976.9317978996,6205.6259537937,6299.99026533643,6416.09709002917
Peru,PER,"Population, total",SP.POP.TOTL,32838579,33155882,33475438,33845617,34217848
Peru,PER,GDP per capita (current US$),NY.GDP.PCAP.CD,6133.32552410183,6826.20255614477,7350.63034300417,7887.54185920108,8452.37167047598
Philippines,PHL,"Population, total",SP.POP.TOTL,112081264,113100950,113964338,114891199,115843670
Philippines,PHL,GDP per capita (current US$),NY.GDP.PCAP.CD,3227.57910235199,3484.38593882819,3548.06930572116,3804.08274131097,3984.8315387656
Poland,POL,"Population, total",SP.POP.TOTL,37515748,36981559,36821749,36687353,36554707
Poland,POL,GDP per capita (current US$),NY.GDP.PCAP.CD,16150.9291009726,18635.5088812509,18891.213529396,22145.2643088909,25022.6716445953
Portugal,PRT,"Population, total",SP.POP.TOTL,10297081,10361831,10434332,10578174,10701636
Portugal,PRT,GDP per capita (current US$),NY.GDP.PCAP.CD,22299.4044062173,24711.4510062111,24620.519556875,27386.2920595024,28844.4979246799
Puerto Rico (US),PRI,"Population, total",SP.POP.TOTL,3281590,3262711,3220137,3203792,3203295
Puerto Rico (US),PRI,GDP per capita (current US$),NY.GDP.PCAP.CD,31427.1130762831,32619.0704601174,35353.6821570014,36948.4036416846,39285.0174585856
Qatar,QAT,"Population, total",SP.POP.TOTL,2794148,2504910,2657333,2656032,2857822
Qatar,QAT,GDP per capita (current US$),NY.GDP.PCAP.CD,51683.5054376677,71751.8831257169,88701.463352273,80195.8746508549,76275.9076782833
Romania,ROU,"Population, total",SP.POP.TOTL,19265250,19122059,19048502,19059479,19069340
Romania,ROU,GDP per capita (current US$),NY.GDP.PCAP.CD,13082.3006559554,14986.7854904274,15557.8826247584,18404.2730871704,20072.4079244042
Russian Federation,RUS,"Population, total",SP.POP.TOTL,145245148,144746762,144236933,143826130,143533851
Russian Federation,RUS,GDP per capita (current US$),NY.GDP.PCAP.CD,10108.3271484375,12425.029296875,15619.6142578125,14159.3876953125,14889.0185546875
Rwanda,RWA,"Population, total",SP.POP.TOTL,13065837,13355260,13651030,13954471,14256567
Rwanda,RWA,GDP per capita (current US$),NY.GDP.PCAP.CD,778.701498787411,829.544845639777,975.469323979541,1027.03446804432,999.654561402699
Samoa,WSM,"Population, total",SP.POP.TOTL,211944,213779,215261,216663,218019
Samoa,WSM,GDP per capita (current US$),NY.GDP.PCAP.CD,4099.6600907147,3947.64517905415,3869.46639492144,4330.17840531329,4898.77140817676
San Marino,SMR,"Population, total",SP.POP.TOTL,34770,34252,33755,33860,33977
San Marino,SMR,GDP per capita (current US$),NY.GDP.PCAP.CD,44426.6463400658,54168.9828262684,54264.570495898,..,..
Sao Tome and Principe,STP,"Population, total",SP.POP.TOTL,217435,221961,226305,230871,235536
Sao Tome and Principe,STP,GDP per capita (current US$),NY.GDP.PCAP.CD,2167.22001796925,2362.58827248102,2389.73729784737,2940.93352926715,3244.82899741459
Saudi Arabia,SAU,"Population, total",SP.POP.TOTL,31552510,30784383,32175224,33702731,35300280
Saudi Arabia,SAU,GDP per capita (current US$),NY.GDP.PCAP.CD,24338.8307301067,31920.7653655643,38510.2276211037,36156.848337701,35057.2252306969
Senegal,SEN,"Population, total",SP.POP.TOTL,16789219,17220867,17651103,18077573,18501984
Senegal,SEN,GDP per capita (current US$),NY.GDP.PCAP.CD,1461.08720350553,1598.10676952274,1574.0281059306,1698.03387300843,1743.98888384359
Serbia,SRB,"Population, total",SP.POP.TOTL,6899126,6834326,6664449,6623183,6587202
Serbia,SRB,GDP per capita (current US$),NY.GDP.PCAP.CD,8098.70955668849,9680.52798074468,10022.9688543402,12281.5058488303,13523.7246826854
Seychelles,SYC,"Population, total",SP.POP.TOTL,98462,99258,119878,119773,121354
Seychelles,SYC,GDP per capita (current US$),NY.GDP.PCAP.CD,14041.4754074575,14982.9111487767,16836.6721895387,18262.7115849287,17858.8226383978
Sierra Leone,SLE,"Population, total",SP.POP.TOTL,7912558,8094602,8276807,8460512,8642022
Sierra Leone,SLE,GDP per capita (current US$),NY.GDP.PCAP.CD,845.982914284565,886.192939104469,860.774590932595,757.848680560444,873.388575182318
Singapore,SGP,"Population, total",SP.POP.TOTL,5685807,5453566,5637022,5917648,6036860
Singapore,SGP,GDP per capita (current US$),NY.GDP.PCAP.CD,61410.0792630788,80056.1288247844,90299.0694637269,85412.230345235,90674.066632628
Sint Maarten (Dutch part),SXM,"Population, total",SP.POP.TOTL,41008,41571,42139,42749,43350
Sint Maarten (Dutch part),SXM,GDP per capita (current US$),NY.GDP.PCAP.CD,30150.8998380477,32548.4366854902,36476.6300833859,38077.5444869761,40027.9175992113
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,5458827,5447247,5431752,5426740,5422069
Slovak Republic,SVK,GDP per capita (current US$),NY.GDP.PCAP.CD,19735.4858280801,22132.4483028948,21334.6011006572,24673.5482979144,26147.9028430133
Slovenia,SVN,"Population, total",SP.POP.TOTL,2102419,2108079,2112076,2120461,2126324
Slovenia,SVN,GDP per capita (current US$),NY.GDP.PCAP.CD,25392.0651093612,29187.369382785,28373.8382265999,32610.110922729,34089.3527652778
Solomon Islands,SLB,"Population, total",SP.POP.TOTL,744498,762591,781066,800005,819198
Solomon Islands,SLB,GDP per capita (current US$),NY.GDP.PCAP.CD,2063.33101522108,1996.86976779348,2005.4139933198,2076.10768772563,2149.37957267304
"Somalia, Fed. Rep.",SOM,"Population, total",SP.POP.TOTL,16651191,17271431,17801897,18358615,19009151
"Somalia, Fed. Rep.",SOM,GDP per capita (current US$),NY.GDP.PCAP.CD,518.184778494334,549.114742721701,573.128092472349,597.458854603043,636.983477589273
South Africa,ZAF,"Population, total",SP.POP.TOTL,60562381,61502603,62378410,63212384,64007187
South Africa,ZAF,GDP per capita (current US$),NY.GDP.PCAP.CD,5580.60383075189,6843.39941886204,6523.41097815853,6022.54254192335,6253.37158194543
South Sudan,SSD,"Population, total",SP.POP.TOTL,10698467,10865780,11021177,11483374,11943408
South Sudan,SSD,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..
Spain,ESP,"Population, total",SP.POP.TOTL,47359424,47443821,47786102,48347910,48807137
Spain,ESP,GDP per capita (current US$),NY.GDP.PCAP.CD,27233.9426461608,30799.4775937775,30270.2687017458,33509.0127982139,35297.0094995565
Sri Lanka,LKA,"Population, total",SP.POP.TOTL,21919000,22156000,22181000,22037000,21916000
Sri Lanka,LKA,GDP per capita (current US$),NY.GDP.PCAP.CD,3847.60137695639,3996.96240014909,3342.63650253855,3798.89016573011,4515.56787322732
St. Kitts and Nevis,KNA,"Population, total",SP.POP.TOTL,46870,46763,46709,46758,46843
St. Kitts and Nevis,KNA,GDP per capita (current US$),NY.GDP.PCAP.CD,18859.0190361046,18361.1449697886,20985.0112160159,22600.4502299468,22771.4168922033
St. Lucia,LCA,"Population, total",SP.POP.TOTL,178250,178522,178781,179285,179744
St. Lucia,LCA,GDP per capita (current US$),NY.GDP.PCAP.CD,8411.07474936367,10459.1321248092,13103.8243147472,13554.7684784933,14181.6303351598
St. Martin (French part),MAF,"Population, total",SP.POP.TOTL,31786,29961,28870,27515,26129
St. Martin (French part),MAF,GDP per capita (current US$),NY.GDP.PCAP.CD,..,21668.3740927942,..,..,..
